Path,Objective sense,Problem,Format,Dataset,Best known solution value,Best known bound,TSMA,Certificate path
bettinelli2017/R15/BPPC_2_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1657,1657,1657,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1308,1308,1308,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1010,1010,1010,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,831,831,831,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,630,630,630,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,526,526,526,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,450,450,450,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,312,312,312,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_1.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2875,,2875,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1712,1712,1712,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1267,1267,1267,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,993,993,993,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,735,735,735,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,672,672,672,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,501,501,501,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,440,440,440,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,317,317,317,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_2.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2835,,2835,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1756,1756,1756,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1261,1261,1261,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1045,1045,1045,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,795,795,795,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,680,680,680,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,503,503,503,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,420,420,420,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,358,358,358,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_3.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2686,,2686,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1702,1702,1702,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1285,1285,1285,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1031,1031,1031,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,830,830,830,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,701,701,701,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,528,528,528,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,449,449,449,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,342,342,342,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_4.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2719,,2713,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1699,1699,1699,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1256,1256,1256,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1019,1019,1019,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,756,756,756,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,644,644,644,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,547,547,547,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,420,420,420,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_5.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,345,345,345,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_5.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2836,,2836,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1875,1875,1875,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1266,1266,1266,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1012,1012,1012,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,744,744,744,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,621,621,621,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,549,549,549,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,447,447,447,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_6.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,325,325,325,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_6.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2727,,2727,
bettinelli2017/R15/BPPC_2_0_7.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1761,1761,1761,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1339,1339,1339,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1009,1009,1009,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,815,815,815,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,644,644,644,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,561,561,561,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,399,399,399,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_7.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,301,301,301,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_7.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2818,,2818,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1783,1783,1783,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1269,1269,1269,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1000,1000,1000,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,833,833,833,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,537,537,537,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,442,442,442,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_8.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,342,342,342,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_8.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3037,,3037,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1629,1629,1629,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1294,1294,1294,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1015,1015,1015,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,811,811,811,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,676,676,676,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,558,558,558,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,429,429,429,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_9.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,326,326,326,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_9.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3115,,3115,
bettinelli2017/R15/BPPC_2_0_10.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1728,1728,1728,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1278,1278,1278,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1063,1063,1063,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,815,815,815,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,645,645,645,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,523,523,523,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,425,425,425,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_2_0_10.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,322,322,322,certificates/bettinelli2017/bettinelli2017/R15/BPPC_2_0_10.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3663,,3626,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2134,,2134,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1535,1535,1535,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1224,1224,1224,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,934,934,934,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,757,757,757,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,629,629,629,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,506,506,506,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_1.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,421,421,421,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_1.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3704,,3704,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2291,,2291,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1613,1613,1613,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1160,1160,1160,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,981,981,981,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,767,767,767,
bettinelli2017/R15/BPPC_3_0_2.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,615,615,615,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,496,496,496,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_2.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,358,358,358,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_2.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3648,,3648,
bettinelli2017/R15/BPPC_3_0_3.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2078,,2078,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1581,1581,1581,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1162,1162,1162,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,986,986,986,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,815,815,815,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,668,668,668,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,518,518,518,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_3.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,370,370,370,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_3.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3626,,3626,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.1_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.2,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,2174,,2174,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.2_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.3,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1571,1571,1571,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.3_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.4,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,1200,1200,1200,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.4_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.5,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,910,910,910,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.5_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.6,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,757,757,757,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.6_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.7,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,600,600,600,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.7_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.8,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,520,520,520,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.8_solution.txt
bettinelli2017/R15/BPPC_3_0_4.txt_0.9,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,368,368,368,certificates/bettinelli2017/bettinelli2017/R15/BPPC_3_0_4.txt_0.9_solution.txt
bettinelli2017/R15/BPPC_3_0_5.txt_0.1,max,knapsackwithconflicts,bettinelli2017,bettinelli2017,3703,,3703,
